JOB_TITLE,ROLE_NAME,RECRUITMENT_COUNT,LOCATIONS_NAME,COMPANY_LOCATION,CURRENT_EMPLOYEE_MIN,CURRENT_EMPLOYEE_MAX,LANGUAGES_NAME,TECH_STACKS,PROGRAMMING_LANGUAGES,SKILLS,TOTAL_WORK_HOURS,SALARY_MIN,SALARY_MAX,FIRST_WORKING_DAY_OF_WEEK,LAST_WORKING_DAY_OF_WEEK,WORK_ON_SATURDAY,WORK_ON_SUNDAY,EXPERIENCE_YEARS,DEADLINE,COMPANY_NAME,COMPANY_INDUSTRY,JOB_LEVEL,ACADEMIC_LEVEL,JOB_TYPE,COMPANY_URL,JOB_URL,DATE_CRAWL,LAYOUT_TYPE
AI_NLP ENGINEER,"['ARTIFICIAL INTELLIGENCE (AI)', 'CÔNG NGHỆ THÔNG TIN', 'AI ENGINEER', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,"['TIẾNG VIỆT', 'TIẾNG TRUNG', 'TIẾNG ANH']","['SPEECH-TO-TEXT', 'KERAS', 'DOCKER', 'QUEUE', 'POSTGRESQL', 'CACHE', 'TRANSFORMER', 'STATE OF THE ART', 'LARGE LANGUAGE MODELS', 'PYTORCH', 'REDIS', 'TRITON', 'TENSORFLOW', 'AI', 'NLP', 'RAYSERVE', 'GIT', 'RABBITMQ', 'TEXT-TO-SPEECH', 'MACHINE LEARNING', 'DEEP LEARNING', 'KAFKA', 'MYSQL', 'DATABASE CONCEPTS']","['PYTHON', 'C', 'C++', 'SQL']","['PROACTIVE', 'ANALYZING DATA', 'COMMUNICATION SKILLS', 'CAREFULNESS', 'TRAINING AND OPTIMIZING NLP MODELS', 'FLUENCY IN ENGLISH AND CHINESE', 'PROBLEM-SOLVING SKILLS', 'SERVICE INTEGRATION AND DEPLOYMENT', 'MODEL SERVING', 'ANALYTICAL SKILLS', 'COLLABORATIVE', 'RESEARCH AND PROBLEM SOLVING', 'FLEXIBILITY', 'HIGH RESPONSIBILITY', 'ABILITY TO COMPREHEND TECHNICAL DOCUMENTS']",45.0,14000000.0,40000000.0,2,6,False,False,2 NĂM,31/12/2025,CÔNG TY CỔ PHẦN CÔNG NGHỆ PREP,GIÁO DỤC / ĐÀO TẠO,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-prep/96845.html,https://www.topcv.vn/viec-lam/ai-nlp-engineer/1862359.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096391,09/12/2025 19:49:29,STANDARD
CHUYÊN VIÊN KIỂM THỬ PHẦN MỀM /TESTER,"['VIỆC LÀM IT', 'SOFTWARE TESTING', 'CÔNG NGHỆ THÔNG TIN', 'MANUAL TESTER']",5,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['REGRESSION TESTING', 'QTEST', 'FUNCTIONAL TESTING', 'T24', 'BPM', 'AUTOMATION TESTING', 'MOBILE', 'ECM', 'EBANKING', 'CORE BANKING', 'FLEXCUBE', 'ISTQB', 'JIRA', 'API', 'WEB', 'CONFLUENCE', 'PERFORMANCE TESTING']","['SWIFT', 'SQL']","['XÂY DỰNG KỊCH BẢN KIỂM THỬ', 'HỖ TRỢ UAT', 'HỖ TRỢ VẬN HÀNH', 'VIẾT TÀI LIỆU HƯỚNG DẪN SỬ DỤNG', 'THỰC HIỆN TEST CASE', 'DEMO HỆ THỐNG', 'PHÂN TÍCH YÊU CẦU', 'CÔNG CỤ TEST', 'THIẾT KẾ KẾ HOẠCH KIỂM THỬ', 'KỸ THUẬT TEST', 'BÁO CÁO LỖI', 'KIỂM SOÁT KẾ HOẠCH KIỂM THỬ', 'PHƯƠNG PHÁP TEST', 'LOG BUG', 'TRUY VẤN CƠ SỞ DỮ LIỆU', 'LÊN CHIẾN LƯỢC KIỂM THỬ', 'QUY TRÌNH KIỂM THỬ PHẦN MỀM', 'VIẾT TESTCASE']",47.5,18000000.0,32000000.0,2,6,False,False,3 NĂM,31/12/2025,CÔNG TY CỔ PHẦN SIMBATECH,IT - PHẦN MỀM,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-co-phan-simbatech/32829.html,https://www.topcv.vn/viec-lam/chuyen-vien-kiem-thu-phan-mem-tester/1713391.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096391,09/12/2025 19:49:49,STANDARD
MANUAL TESTER,"['VIỆC LÀM IT', 'SOFTWARE TESTING', 'CÔNG NGHỆ THÔNG TIN', 'MANUAL TESTER']",4,['HÀ NỘI'],['HÀ NỘI'],500.0,1000.0,"['TIẾNG VIỆT', 'TIẾNG NHẬT']","['INTEGRATION TESTING', 'TEST MANAGEMENT & ARTIFACTS', 'REGRESSION TESTING', 'FUNCTIONAL TESTING', 'TESTING CONCEPTS', 'TEST DATA', 'ISTQB', 'CHECKLIST', 'WEB', 'API']",['SQL'],"['ĐỌC HIỂU TÀI LIỆU PHÂN TÍCH, THIẾT KẾ', 'LÀM VIỆC ĐỘC LẬP', 'REPORT BUG', 'ESTIMATE', 'LÀM VIỆC NHÓM', 'VERIFY BUG', 'QUẢN LÝ BUG', 'TÁI HIỆN BUG', 'TINH THẦN TRÁCH NHIỆM', 'PHÂN TÍCH YÊU CẦU', 'LẬP KẾ HOẠCH KIỂM THỬ', 'BÁO CÁO LỖI']",45.0,13500000.0,22500000.0,2,6,False,False,2 NĂM,20/12/2025,CÔNG TY CỔ PHẦN KAOPIZ HOLDINGS,IT - PHẦN MỀM,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-co-phan-kaopiz-holdings/161426.html,https://www.topcv.vn/viec-lam/manual-tester/1931761.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096391,09/12/2025 19:50:07,STANDARD
TESTER,"['SOFTWARE TESTER (AUTOMATION & MANUAL)', 'SOFTWARE TESTING', 'CÔNG NGHỆ THÔNG TIN', 'VIỆC LÀM IT']",10,['HÀ NỘI'],['HÀ NỘI'],500.0,1000.0,['TIẾNG VIỆT'],"['POSTMAN', 'TESTRAIL', 'KATALON', 'AUTOMATION TESTING', 'SOFTWARE DEVELOPMENT LIFECYCLE', 'ISTQB', 'JIRA', 'SELENIUM', 'API']",['UNKNOWN'],"['XÂY DỰNG KỊCH BẢN KIỂM THỬ', 'XÂY DỰNG KẾ HOẠCH KIỂM THỬ', 'ĐÁNH GIÁ CHẤT LƯỢNG PHẦN MỀM', 'KIỂM THỬ CHỨC NĂNG', 'PHÁT HIỆN LỖI', 'KỸ NĂNG MỀM', 'KIỂM THỬ HIỆU NĂNG', 'KIỂM THỬ BẢO MẬT', 'VIẾT TEST CASE', 'VIẾT TEST PLAN', 'PHÂN TÍCH YÊU CẦU NGHIỆP VỤ', 'TƯ DUY PHÂN TÍCH', 'KỸ NĂNG NGHIỆP VỤ', 'KIỂM THỬ HỒI QUY', 'BÁO CÁO LỖI']",45.0,15000000.0,30000000.0,2,6,False,False,2 NĂM,31/12/2025,CÔNG TY CỔ PHẦN HỆ THỐNG CÔNG NGHỆ ETC,IT - PHẦN MỀM,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-co-phan-he-thong-cong-nghe-etc/200939.html,https://www.topcv.vn/viec-lam/tester-tu-2-nam-kinh-nghiem/1949600.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096391,09/12/2025 19:50:24,STANDARD
LẬP TRÌNH VIÊN FRONTEND (CÓ THỂ THƯƠNG LƯỢNG REMOTE),"['FRONTEND DEVELOPER', 'CÔNG NGHỆ THÔNG TIN', 'VIỆC LÀM IT', 'SOFTWARE ENGINEERING']",2,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],25.0,99.0,['TIẾNG VIỆT'],"['REACT', 'POSTGRESQL', 'LARAVEL', 'MONGODB', 'AWS', 'MYSQL', 'WEB', 'NEXT.JS']","['NOSQL', 'JAVASCRIPT', 'SQL']","['TINH THẦN TRÁCH NHIỆM', 'TỐI ƯU DATABASE', 'THIẾT KẾ HỆ THỐNG', 'KỸ NĂNG TỰ TÌM HIỂU KỸ THUẬT, CÔNG NGHỆ MỚI', 'LÀM VIỆC CẨN THẬN']",45.0,13687500.0,23750000.0,2,6,False,False,3 NĂM,12/12/2025,CÔNG TY CỔ PHẦN BRAVESOFT VIỆT NAM,IT - PHẦN MỀM,NHÂN VIÊN,CAO ĐẲNG TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-co-phan-bravesoft-viet-nam/18925.html,https://www.topcv.vn/viec-lam/lap-trinh-vien-frontend-tai-quan-3-tphcm-co-the-thuong-luong-remote/1949892.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096391,09/12/2025 19:50:42,STANDARD
LẬP TRÌNH VIÊN FRONTEND - P.DVNH,"['FRONTEND DEVELOPER', 'CÔNG NGHỆ THÔNG TIN', 'VIỆC LÀM IT', 'SOFTWARE ENGINEERING']",3,['HỒ CHÍ MINH'],['HÀ NỘI'],1000.0,-1.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['DOCKER', 'AZURE', 'IFRAME', 'MICROSERVICES', 'POSTGRESQL', 'REACT', 'VMWARE', 'ORACLE DATABASE', 'CODEIUM', 'CONTAINERIZATION', 'MOBILE', 'PROMISE', 'REST API', 'ENTITY FRAMEWORK', 'NEXT.JS', 'SEO', 'NX', 'GITLAB CI/CD', 'OOP', 'DEVOPS', 'MONGODB', 'RXJS', 'SESSIONSTORAGE', 'LARGE LANGUAGE MODELS', 'GCP', 'CLOUD COMPUTING', 'COOKIE', 'SASS/SCSS', 'GITHUB COPILOT', 'CSS3', 'HTML5', 'OPENSHIFT', '.NET', 'AWS', 'KUBERNETES', 'AI', 'GIT', 'FRONTEND', 'SOFTWARE ARCHITECTURE', 'LOCALSTORAGE', 'CI/CD', 'AGILE', 'JENKINS', 'DESIGN PATTERNS', 'ANGULAR', 'MYSQL', 'WEB', 'UI/UX DESIGN', 'GITHUB ACTIONS']","['NOSQL', 'TYPESCRIPT', 'JAVASCRIPT', 'SQL']","['CHỦ ĐỘNG VÀ CÓ TINH THẦN TRÁCH NHIỆM', 'KỸ NĂNG LÀM VIỆC NHÓM', 'CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT', 'TINH THẦN CHỊU KHÓ HỌC HỎI', 'CẬP NHẬT CÔNG NGHỆ MỚI', 'TƯ DUY HỆ THỐNG', 'TƯ DUY GIẢI QUYẾT VẤN ĐỀ', 'KHẢ NĂNG ĐỌC, TÌM HIỂU TÀI LIỆU KỸ THUẬT TIẾNG ANH CHUYÊN NGÀNH', 'HIỂU BIẾT NGHIỆP VỤ NGÂN HÀNG TÀI CHÍNH', 'PHÂN TÍCH VÀ GIẢI QUYẾT VẤN ĐỀ', 'KHẢ NĂNG GIAO TIẾP TỐT', 'TƯ DUY HỌC HỎI LIÊN TỤC']",45.0,13687500.0,23750000.0,2,6,False,False,2 NĂM,12/12/2025,CÔNG TY CP GIẢI PHÁP THANH TOÁN VIỆT NAM (VNPAY),IT - PHẦN MỀM,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-cp-giai-phap-thanh-toan-viet-nam-vnpay/200858.html,https://www.topcv.vn/viec-lam/lap-trinh-vien-frontend-p-dvnh/1948873.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096391,09/12/2025 19:51:03,STANDARD
JAVA DEVELOPER,"['SOFTWARE ENGINEER', 'CÔNG NGHỆ THÔNG TIN', 'VIỆC LÀM IT', 'SOFTWARE ENGINEERING']",1,['HÀ NỘI'],['HÀ NỘI'],1000.0,-1.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['CI/CD', 'TESTING AUTOMATION FRAMEWORKS', 'AGILE', 'DOCKER', 'MICROSERVICES', 'SPRING BOOT', 'POSTGRESQL', 'TIMESCALEDB', 'DOCKER COMPOSE', 'MONGODB', 'RABBITMQ', 'REST API', 'KUBERNETES', 'GRPC', 'JIRA', 'MAVEN', 'CONFLUENCE', 'MQTT']","['JAVA', 'NOSQL', 'SQL']","['TECHNICAL EXPLANATION', 'FLUENT ENGLISH COMMUNICATION', 'WORKING WITH INTERNATIONAL TEAMS', 'FRONTEND PERFORMANCE OPTIMIZATION', 'EXCELLENT COMMUNICATION']",46.25,25000000.0,35000000.0,2,6,False,False,4 NĂM,31/12/2025,NTQ SOLUTION,IT - PHẦN MỀM,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/ntq-solution/33.html,https://www.topcv.vn/viec-lam/java-developer/1949749.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096391,09/12/2025 19:51:20,STANDARD
.NET DEVELOPER,"['SOFTWARE ENGINEER', 'CÔNG NGHỆ THÔNG TIN', 'VIỆC LÀM IT', 'SOFTWARE ENGINEERING']",5,['ĐÀ NẴNG'],['HÀ NỘI'],500.0,1000.0,"['TIẾNG VIỆT', 'TIẾNG NHẬT', 'TIẾNG ANH']","['MVC', 'MOCK', 'LINQ', 'OOP', '.NET', 'ORACLE DATABASE', 'ORM', 'NUNIT', 'DEPENDENCY INJECTION', 'SVN', 'MYSQL', 'STUB', 'GIT', 'DATABASE CONCEPTS', 'JIRA', 'MSTEST', 'SQL SERVER', 'XUNIT']","['C#', 'VB.NET', 'SQL']","['QUẢN LÝ TASK', 'REVIEW CODE', 'QUY TRÌNH PHÁT TRIỂN PHẦN MỀM', 'LÀM VIỆC ĐỘC LẬP', 'CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT', 'NGHIÊN CỨU CÔNG NGHỆ', 'PHÂN TÍCH THIẾT KẾ', 'TINH THẦN TRÁCH NHIỆM', 'VIẾT UNIT TEST', 'NĂNG ĐỘNG', 'TIẾNG NHẬT', 'QUẢN LÝ SOURCE CODE', 'LÀM VIỆC NHÓM', 'SÁNG TẠO', 'QUẢN LÝ DỰ ÁN', 'TƯ DUY KIỂM THỬ', 'TƯ DUY LOGIC', 'ĐỌC HIỂU TIẾNG ANH', 'TỰ NGHIÊN CỨU']",45.0,14062500.0,23750000.0,2,6,False,False,DƯỚI 1 NĂM,UNKNOWN,CÔNG TY CỔ PHẦN KAOPIZ HOLDINGS,IT - PHẦN MỀM,TRƯỞNG NHÓM,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-co-phan-kaopiz-holdings/161426.html,https://www.topcv.vn/viec-lam/net-developer/1940130.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096391,09/12/2025 19:51:38,STANDARD
FULLSTACK DEVELOPER (FROM MIDDLE LEVEL),"['FULLSTACK DEVELOPER', 'CÔNG NGHỆ THÔNG TIN', 'VIỆC LÀM IT', 'SOFTWARE ENGINEERING']",1,['HÀ NỘI'],['HÀ NỘI'],10.0,24.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['OPERATING SYSTEM', 'AZURE', 'DESIGN PATTERNS', 'CLOUDFLARE', 'AKAMAI', 'NETWORKING CONCEPTS', 'NODE.JS', 'REACT', 'VUEJS', 'SYSTEM FINE-TUNE', 'CDN', 'AWS', 'CLOUDFRONT', 'GCP', 'JQUERY', 'NEXT.JS']","['GO', 'NOSQL', 'PHP', 'JAVASCRIPT', 'PYTHON', 'SQL']","['CODE REVIEW', 'COMMUNICATION SKILLS']",45.0,35250000.0,47000000.0,2,6,False,False,4 NĂM,31/12/2025,CÔNG TY TNHH JARVIS TECH,IT - PHẦN MỀM,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-tnhh-jarvis-tech/139838.html,https://www.topcv.vn/viec-lam/fullstack-developer-from-middle-level/1949663.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096397,09/12/2025 19:51:54,STANDARD
TALENTED DEVELOPERS (C++ / C#),"['SOFTWARE ENGINEER', 'CÔNG NGHỆ THÔNG TIN', 'VIỆC LÀM IT', 'SOFTWARE ENGINEERING']",10,['HÀ NỘI'],['HÀ NỘI'],500.0,1000.0,"['TIẾNG VIỆT', 'TIẾNG TRUNG', 'TIẾNG ANH']","['3D ARTIST', 'GDI+', 'MULTI-THREADING', 'SHARP DX', 'WPF', 'DIRECTX', 'MFC', 'WINDOWS OS', 'CLIENT/SERVER ARCHITECTURE', 'OOP', 'GRAPHICS LIBRARIES', 'WINDOWS DESKTOP APPLICATION', '2D/3D GRAPHICS PROGRAMMING', 'OPENGL', 'SMT', 'NETWORK COMMUNICATION', 'TCP', 'TESTING CONCEPTS', '.NET', 'SQL SERVER', 'DESIGN PATTERNS', 'IP', 'DATABASE SCHEMA DESIGN', 'MVVM', 'DEPENDENCY INJECTION', 'SQL LITE', 'COMPUTER VISION', 'PRISM', 'UI/UX DESIGN', 'PERFORMANCE OPTIMIZATION']","['PYTHON', 'JAVASCRIPT', 'JAVA', 'C#', 'C++', 'SQL']","['PEER REVIEWS', 'DATABASE SCHEMA DESIGN', 'TESTING', 'CHINESE SPEAKING', 'COLLABORATION', 'APPLICATION PERFORMANCE TUNING', 'PERFORMANCE OPTIMIZATION']",45.0,14062500.0,23750000.0,2,6,False,False,3 NĂM,31/12/2025,KOH YOUNG TECHNOLOGY INC. VIETNAM,IT - PHẦN MỀM,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/koh-young-technology-inc-vietnam/38563.html,https://www.topcv.vn/viec-lam/talented-developers-c-c/1948733.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096397,09/12/2025 19:52:13,STANDARD
PHÂN TÍCH NGHIỆP VỤ PHẦN MỀM BA,"['BUSINESS ANALYST (PHÂN TÍCH NGHIỆP VỤ)', 'CÔNG NGHỆ THÔNG TIN', 'PRODUCT MANAGEMENT', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['SRS', 'AGILE', 'FLOW', 'URD', 'DIAGRAM', 'UAT', 'USE CASE', 'MOCKUP']",['UNKNOWN'],"['RA QUYẾT ĐỊNH', 'KỸ NĂNG LÀM VIỆC NHÓM', 'LÀM VIỆC ĐỘC LẬP', 'QUẢN LÝ RỦI RO', 'ĐỌC HIỂU TÀI LIỆU TIẾNG ANH', 'GIẢI QUYẾT VẤN ĐỀ', 'LẬP KẾ HOẠCH', 'PHÂN TÍCH NGHIỆP VỤ', 'ĐÀO TẠO VÀ HƯỚNG DẪN NGƯỜI DÙNG', 'KỸ NĂNG THUYẾT TRÌNH', 'CHỊU ÁP LỰC CAO', 'KỸ NĂNG GIAO TIẾP', 'QUẢN LÝ DỰ ÁN', 'THEO DÕI TIẾN ĐỘ']",49.0,13500000.0,24500000.0,2,6,True,False,2 NĂM,31/12/2025,CÔNG TY TNHH CÔNG NGHỆ THIÊN AN,IT - PHẦN MỀM,TRƯỞNG NHÓM,CAO ĐẲNG TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-thien-an/87645.html,https://www.topcv.vn/viec-lam/phan-tich-nghiep-vu-phan-mem-quan-ly-nha-truong/1949100.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096397,09/12/2025 19:53:32,STANDARD
BACKEND DEVELOPER,"['VIỆC LÀM IT', 'CÔNG NGHỆ THÔNG TIN', 'BACKEND DEVELOPER', 'SOFTWARE ENGINEERING']",2,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['NODE.JS', 'POSTGRESQL', 'IDE', 'DEVOPS', 'LINUX', 'MONGODB', 'AI', 'JIRA', 'IOT', 'GOLANG', 'GIT', 'MYSQL', 'DATABASE CONCEPTS', 'API']","['GO', 'NOSQL', 'TYPESCRIPT', 'JAVASCRIPT', 'SQL']","['PHÂN TÍCH', 'SỬ DỤNG AI', 'LÀM VIỆC ĐỘC LẬP', 'ĐỌC HIỂU TÀI LIỆU TIẾNG ANH', 'TỔNG HỢP', 'GIẢI QUYẾT VẤN ĐỀ', 'TIN HỌC VĂN PHÒNG', 'BAO QUÁT VÀ GIÁM SÁT CÔNG VIỆC', 'CHI TIẾT VÀ CẨN TRỌNG', 'TINH THẦN TRÁCH NHIỆM CAO', 'GIAO TIẾP', 'LÀM VIỆC NHÓM']",47.5,15000000.0,20000000.0,2,6,True,False,2 NĂM,12/12/2025,CÔNG TY CỔ PHẦN CÔNG NGHỆ ĐIỆN TỬ VNTECH24H,IT - PHẦN MỀM,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-dien-tu-vntech24h/206382.html,https://www.topcv.vn/viec-lam/backend-developer-2-nam-kinh-nghiem-thu-nhap-15-20-trieu-di-lam-ngay/1949689.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096397,09/12/2025 19:53:49,STANDARD
BUSINESS DEVELOPMENT EXECUTIVE,"['VIỆC LÀM IT', 'KINH DOANH PHẦN MỀM', 'SALES IT PHẦN MỀM', 'CÔNG NGHỆ THÔNG TIN', 'KINH DOANH/BÁN HÀNG']",1,['HÀ NỘI'],['HÀ NỘI'],10.0,24.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['MOBILE', 'WEBSITE']",['UNKNOWN'],"['BÁN HÀNG', 'NGHIÊN CỨU THỊ TRƯỜNG', 'BUSINESS DEVELOPMENT', 'KHẢ NĂNG HỌC HỎI', 'KINH DOANH', 'THÍCH NGHI', 'ĐÀM PHÁN', 'GIAO TIẾP', 'TINH THẦN TRÁCH NHIỆM', 'GIAO TIẾP TIẾNG ANH', 'XÂY DỰNG MỐI QUAN HỆ']",47.5,15000000.0,20000000.0,2,6,True,False,3 NĂM,11/12/2025,CÔNG TY CỔ PHẦN TEASER,IT - PHẦN MỀM,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-co-phan-teaser/203253.html,https://www.topcv.vn/viec-lam/business-development-executive/1947530.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096397,09/12/2025 19:54:10,STANDARD
ANDROID DEVELOPER,"['CÔNG NGHỆ THÔNG TIN', 'MOBILE DEVELOPER', 'VIỆC LÀM IT', 'SOFTWARE ENGINEERING']",3,['HÀ NỘI'],['HÀ NỘI'],500.0,1000.0,['TIẾNG VIỆT'],"['ANDROID', 'MOBILE', 'IOS', 'FLUTTER']","['JAVA', 'KOTLIN']","['THUẬT TOÁN', 'LÀM VIỆC ĐỘC LẬP', 'THÁI ĐỘ CẦU TIẾN', 'HỌC HỎI', 'TƯ DUY LOGIC', 'PHÂN TÍCH VÀ GIẢI QUYẾT VẤN ĐỀ', 'LÀM VIỆC THEO NHÓM']",45.0,14062500.0,40000000.0,2,6,False,False,2 NĂM,12/12/2025,CÔNG TY CỔ PHẦN KAOPIZ HOLDINGS,IT - PHẦN MỀM,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-co-phan-kaopiz-holdings/161426.html,https://www.topcv.vn/viec-lam/android-developer/1950094.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096397,09/12/2025 19:54:30,STANDARD
PYTHON DEVELOPER,"['VIỆC LÀM IT', 'CÔNG NGHỆ THÔNG TIN', 'BACKEND DEVELOPER', 'SOFTWARE ENGINEERING']",1,['HÀ NỘI'],['HÀ NỘI'],500.0,1000.0,['TIẾNG VIỆT'],"['DOCKER', 'MIDDLEWARE', 'POSTGRESQL', 'OPENAPI', 'REST API', 'VIDEO PROCESSING', 'OOP', 'DJANGO', 'FLASK', 'MONGODB', 'UVICORN', 'AI', 'JWT', 'GIT', 'POSTMAN', 'SWAGGER', 'WEBSOCKET', 'MYSQL', 'BACKEND', 'COMPUTER VISION', 'FASTAPI']","['NOSQL', 'PYTHON', 'SQL']","['TRÁCH NHIỆM', 'CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT', 'LÀM VIỆC VỚI CƠ SỞ DỮ LIỆU', 'CẦU TIẾN', 'TƯ DUY RÕ RÀNG']",47.5,9000000.0,15000000.0,2,6,False,False,1 NĂM,31/12/2025,CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ VÀ THƯƠNG MẠI SOFTDREAMS,IT - PHẦN MỀM,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-co-phan-dau-tu-cong-nghe-va-thuong-mai-softdreams/17639.html,https://www.topcv.vn/viec-lam/python-developer-1-nam-kinh-nghiem-thu-nhap-tu-10-15tr-thang/1825286.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096397,09/12/2025 19:54:48,STANDARD
