Job_Title,Tech_Stack,Programming_Language,Roles,Recruitment_Count,Province,Company_Location,Current_Employee_Min,Current_Employee_Max,Language,Skills,Total_Work_Hour,Salary_Min,Salary_Max,First_Working_Day_Of_Week,Last_Working_Day_Of_Week,Work_On_Saturday,Work_On_Sunday
Nhân Viên Kinh Doanh,['TIN HỌC VĂN PHÒNG'],[],"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH PHẦN MỀM', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,"['TIẾNG VIỆT', 'TIẾNG TRUNG']","['GIAO TIẾP TIẾNG TRUNG', 'GIAO TIẾP', 'ĐÀM PHÁN', 'THUYẾT PHỤC', 'XÂY DỰNG MỐI QUAN HỆ', 'SÁNG TẠO', 'TINH THẦN HỌC HỎI', 'TINH THẦN TRÁCH NHIỆM', 'NGHIÊN CỨU THỊ TRƯỜNG', 'DỊCH THUẬT', 'BIÊN DỊCH', 'PHIÊN DỊCH', 'CHĂM SÓC KHÁCH HÀNG', 'BÁO CÁO', 'ĐỀ XUẤT CHIẾN LƯỢC']",51.5,,,2.0,6.0,True,False
Nhân Viên Lập Trình Plc,"['PLC', 'MITSU', 'OMRON', 'SIEMENS', 'TỰ ĐỘNG HÓA', 'THIẾT BỊ ĐIỆN', 'TỦ ĐIỆN', 'SIEMENS TIA PORTAL', 'ALLEN BRADLEY RSLOGIX', 'OMRON CX PROGRAMMER', 'ĐIỆN TỬ', 'ĐIỀU KHIỂN TỰ ĐỘNG']",['PLC'],"['SẢN XUẤT', 'THIẾT KẾ/CHẾ TẠO MÁY', 'KỸ SƯ LẬP TRÌNH MÁY']",5,['BẮC NINH'],['BẮC NINH'],1000.0,,['TIẾNG VIỆT'],"['BẢO DƯỠNG', 'THIẾT KẾ MÁY', 'SỬA CHỮA CÁC THIẾT BỊ', 'ĐẤU NỐI SỮA CHỮA PHẦN ĐIỆN', 'LẮP RÁP MÁY MÓC', 'KHẢO SÁT HỆ THỐNG', 'THU THẬP THÔNG TIN HỆ THỐNG', 'LÀM VIỆC NHÓM', 'ĐỌC VÀ HIỂU BẢN VẼ KỸ THUẬT', 'KHẮC PHỤC SỰ CỐ HỆ THỐNG ĐIỀU KHIỂN']",54.0,,,2.0,6.0,True,False
De (Good Eng),"['PYTHON', 'DATA PIPELINES', 'ETL/ELT', 'DATA MODELING', 'API', 'RELATIONAL DATABASES', 'POSTGRESQL', 'MYSQL', 'SQL SERVER', 'DATA WAREHOUSE', 'GIT', 'CLOUD PLATFORMS', 'AWS', 'AZURE', 'GCP', 'DATABRICKS']","['PYTHON', 'SQL']","['CÔNG NGHỆ THÔNG TIN', 'CÔNG NGHỆ THÔNG TIN KHÁC', 'CHUYÊN MÔN CÔNG NGHỆ THÔNG TIN KHÁC', 'VIỆC LÀM IT']",20,['HỒ CHÍ MINH'],['HÀ NỘI'],10000.0,,"['TIẾNG VIỆT', 'TIẾNG ANH']","['DATA PROCESSING', 'AUTOMATION', 'DATA MODELING', 'COLLABORATION', 'REQUIREMENTS GATHERING', 'DATA QUALITY', 'DATA INTEGRITY', 'DATA SECURITY', 'MONITORING', 'VALIDATION', 'DATABASE PERFORMANCE OPTIMIZATION', 'QUERY OPTIMIZATION', 'DATA INTEGRATION', 'DOCUMENTATION', 'ENGLISH']",45.0,,62500000.0,2.0,6.0,False,False
Chuyên Viên Dịch Vụ Bảo Mật (It Security),"['IT SECURITY', 'ISO 27001', 'PCI DSS', 'COBIT', 'ITIL', 'ISO 27000', 'RISK MANAGEMENT', 'COMPLIANCE MANAGEMENT', 'TOÁN - TIN', 'MẬT MÃ']",[],"['CÔNG NGHỆ THÔNG TIN', 'INFORMATION SECURITY', 'CHUYÊN VIÊN CYBER SECURITY', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],5000.0,,['TIẾNG VIỆT'],"['XÂY DỰNG CHÍNH SÁCH', 'ĐÁNH GIÁ VÀ KIỂM SOÁT TUÂN THỦ', 'TRUYỀN THÔNG VÀ NÂNG CAO NHẬN THỨC', 'VIẾT TÀI LIỆU', 'SÁNG TẠO', 'CHỦ ĐỘNG TRONG CÔNG VIỆC', 'TRÁCH NHIỆM']",45.0,,,2.0,6.0,False,False
2D Creative Artist (Ikame Games),"['GAME UI/UX', '2D ART', 'HAND-DRAWING', 'DIGITAL PAINTING', 'POST-PROCESSING']",[],"['GAME DEVELOPMENT', 'CONCEPT ARTIST', 'VIỆC LÀM IT', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'NGHỆ THUẬT/HOẠT HÌNH/GAME']",1,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['HIỂU BIẾT ĐA DẠNG VỀ GAME ART-STYLE', 'THIẾT KẾ', 'KIẾN THỨC VỀ ANATOMY, PROPORTION AND PERSPECTIVE', 'KIẾN THỨC VỀ COLOR, SHADING, LIGHTING', 'CHỦ ĐỘNG', 'SÁNG TẠO', 'TRÁCH NHIỆM TRONG CÔNG VIỆC', 'TINH THẦN CẦU TIẾN', 'HAM HỌC HỎI', 'LÀM VIỆC NHÓM']",47.5,,23000000.0,2.0,6.0,False,False
Nhân Viên Thiết Kế Design Sản Phẩm,"['PHOTOSHOP', 'ILLUSTRATOR', 'COREL', 'AI TOOLS', 'PROCREATE', 'MOCKUP 3D', 'BLENDER', 'DIMENSION', 'KEYSHOT', 'MOCKUP 2D']",[],"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['THIẾT KẾ ĐỒ HỌA', 'MỸ THUẬT CÔNG NGHIỆP', 'THIẾT KẾ SẢN PHẨM', 'TƯ DUY THẨM MỸ', 'HIỂU BIẾT VỀ MÀU SẮC, BỐ CỤC, TYPOGRAPHY', 'TÍNH CẨN THẬN', 'TINH THẦN TRÁCH NHIỆM', 'TINH THẦN CẢI TIẾN', 'SÁNG TẠO', 'KỸ NĂNG VẼ TAY', 'TÍNH CHỦ ĐỘNG']",52.25,12000000.0,14000000.0,2.0,6.0,True,False
Senior Operation Executive,"['CRM', 'HUBSPOT', 'SALESFORCE', 'ODOO', 'GOOGLE WORKSPACE', 'MICROSOFT OFFICE', 'SAAS']",[],"['CÔNG NGHỆ THÔNG TIN', 'PRODUCT MANAGEMENT', 'PRODUCT OWNER/PRODUCT MANAGER', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['PROJECT COORDINATION', 'CRM MANAGEMENT', 'DATA MANAGEMENT', 'COMMUNICATION SKILLS', 'ORGANIZATIONAL SKILLS', 'ATTENTION TO DETAIL', 'MULTITASKING', 'PROBLEM-SOLVING', 'OWNERSHIP', 'RESEARCH', 'PROJECT MANAGEMENT', 'PROCESS MANAGEMENT', 'OPERATIONS']",,15000000.0,17000000.0,2.0,6.0,False,False
Nhân Viên Thiết Kế Đồ Họa - Dược Mỹ Phẩm Vincos,"['ADOBE ILLUSTRATOR', 'ADOBE PHOTOSHOP', 'ADOBE INDESIGN', 'MOCKUP 3D', 'DIE-CUT', 'ARTWORK', 'DIE-LINE', 'DOCUMENT CONTROL']",[],"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",2,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['THIẾT KẾ ĐỒ HỌA', 'TƯ DUY SÁNG TẠO', 'GU THẨM MỸ TỐT', 'TỈ MỈ', 'TRÁCH NHIỆM']",,,,2.0,6.0,True,False
Business Development Executive,"['SAAS', 'CRM', 'SALESFORCE', 'HUBSPOT']",[],"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH PHẦN MỀM', 'VIỆC LÀM IT']",2,['HÀ NỘI'],['HÀ NỘI'],,,"['TIẾNG VIỆT', 'TIẾNG ANH']","['SALES STRATEGY & EXECUTION', 'LEAD GENERATION', 'CLIENT RELATIONSHIP MANAGEMENT', 'SALES PRESENTATIONS & NEGOTIATION', 'MARKET & PRODUCT EXPERTISE', 'COLLABORATION', 'REPORTING & ANALYSIS', 'SOFTWARE DEVELOPMENT LIFE CIRCLE', 'SALES ACUMEN', 'PIPELINE MANAGEMENT', 'COMMUNICATION SKILLS', 'RESULTS-DRIVEN', 'CRM PROFICIENCY']",45.0,,,2.0,6.0,False,False
Nhân Viên Quản Lý Chất Lượng Công Nghệ Thông Tin,"['ISMS', 'ISO/IEC 27001', 'ISO 9001', 'ISO 20000', 'RISK MANAGEMENT', 'ACCESS CONTROL', 'CYBERSECURITY', 'INTERNAL AUDIT', 'CAPA']",[],"['CÔNG NGHỆ THÔNG TIN', 'CÔNG NGHỆ THÔNG TIN KHÁC', 'CHUYÊN MÔN CÔNG NGHỆ THÔNG TIN KHÁC', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],1000.0,,['TIẾNG VIỆT'],"['VIẾT QUY TRÌNH', 'LẬP KẾ HOẠCH', 'LÀM VIỆC NHÓM']",47.5,,,2.0,6.0,False,False
Thực Tập Sinh Tự Động Hóa,"['IOT', 'TỰ ĐỘNG HÓA', 'PLC', 'HMI', 'SCADA', 'MES', 'MOM', 'AUTOCAD', 'SOLIDWORKS']",[],"['ĐIỆN/ĐIỆN TỬ/VIỄN THÔNG', 'ĐIỆN/TỰ ĐỘNG HOÁ', 'KỸ SƯ LẬP TRÌNH PLC/SCADA']",5,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['LẬP TRÌNH', 'QUẢN LÝ DỰ ÁN', 'TƯ DUY GIẢI QUYẾT VẤN ĐỀ', 'ĐỌC HIỂU TÀI LIỆU TIẾNG ANH', 'TƯ DUY LOGIC', 'TỰ HỌC', 'TINH THẦN CẦU TIẾN', 'LÀM VIỆC NHÓM', 'CHỊU ĐƯỢC ÁP LỰC TRONG CÔNG VIỆC', 'GẮN BÓ LÂU DÀI', 'ĐỌC HIỂU BẢN VẼ KỸ THUẬT', 'KIẾN THỨC VỀ TỰ ĐỘNG HÓA', 'KIẾN THỨC VỀ CẢM BIẾN VÀ THIẾT BỊ ĐO', 'SỬ DỤNG CÁC PHẦN MỀM THIẾT KẾ']",,,1500000.0,2.0,6.0,True,False
Data Architect (Kiến Trúc Sư Dữ Liệu),"['MONGODB', 'SOLR', 'DATABASE ARCHITECTURE', 'DATA MODELING', 'INDEXING', 'SHARDING', 'DATA DICTIONARY', 'NOSQL', 'ELASTICSEARCH']",['NOSQL'],"['CÔNG NGHỆ THÔNG TIN', 'DATA SCIENCE', 'DATA ENGINEER', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['TỐI ƯU HÓA TRUY VẤN', 'TỰ HỌC HỎI', 'KHẢ NĂNG THÍCH NGHI', 'LÀM VIỆC ĐỘC LẬP', 'REVIEW VÀ TƯ VẤN KỸ THUẬT', 'TƯ DUY HỆ THỐNG', 'CẨN THẬN', 'TỈ MỈ', 'TRÁCH NHIỆM CAO']",52.25,,,2.0,6.0,True,False
Digital Imaging Technician,"['IT INFRASTRUCTURE AND OPERATIONS', 'DATABASE ADMINISTRATOR']",['SQL'],"['CÔNG NGHỆ THÔNG TIN', 'IT INFRASTRUCTURE AND OPERATIONS', 'DATABASE ADMINISTRATOR (DBA)', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['TIN HỌC VĂN PHÒNG', 'NĂNG LỰC HỌC TẬP', 'CẨN THẬN', 'TỈ MỈ', 'TRÁCH NHIỆM', 'TƯ DUY LOGIC', 'CHỦ ĐỘNG TRONG CÔNG VIỆC', 'KỸ NĂNG LÀM VIỆC ĐỘC LẬP', 'LÀM VIỆC THEO NHÓM', 'KỸ NĂNG TỔ CHỨC VÀ QUẢN LÝ FILE']",49.5,8000000.0,10000000.0,2.0,6.0,True,False
Nhân Viên Kinh Doanh Phần Mềm Quản Lý Bán Hàng,[],[],"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH PHẦN MỀM', 'VIỆC LÀM IT']",5,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['SALES', 'TELESALES', 'GIAO TIẾP', 'ĐÀM PHÁN', 'THƯƠNG LƯỢNG', 'BÁN HÀNG', 'TƯ VẤN', 'THUYẾT TRÌNH', 'XÂY DỰNG MỐI QUAN HỆ']",48.5,15000000.0,20000000.0,2.0,6.0,True,False
Sales Manager,"['SAAS', 'CRM']",[],"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH PHẦN MỀM', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],10.0,24.0,['TIẾNG VIỆT'],"['QUẢN LÝ ĐỘI NHÓM', 'BÁN HÀNG', 'PHÂN TÍCH THỊ TRƯỜNG', 'LÃNH ĐẠO', 'XÂY DỰNG CHIẾN LƯỢC', 'PHÁT TRIỂN KINH DOANH', 'QUẢN LÝ', 'TUYỂN DỤNG', 'ĐÀO TẠO', 'DẪN DẮT', 'TẠO ĐỘNG LỰC', 'BÁN HÀNG B2B', 'PHÂN TÍCH VÀ RA QUYẾT ĐỊNH DỰA TRÊN DỮ LIỆU', 'GIAO TIẾP', 'ĐÀM PHÁN', 'THUYẾT TRÌNH']",57.0,50000000.0,70000000.0,2.0,6.0,True,False
Nhân Viên Thiết Kế,"['PHOTOSHOP', 'ILLUSTRATOR', 'TYPOGRAPHY']",[],"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'PHIM VÀ TRUYỀN HÌNH/BÁO CHÍ/XUẤT BẢN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'PHIM VÀ TRUYỀN HÌNH', 'NGHỆ THUẬT/HOẠT HÌNH/GAME', 'ANIMATION DESIGN', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['CÓ TRÁCH NHIỆM TRONG CÔNG VIỆC', 'NGUYÊN TẮC THIẾT KẾ', 'LÝ THUYẾT MÀU SẮC', 'BỐ CỤC', 'SÁNG TẠO', 'TƯ DUY THẨM MỸ', 'GIAO TIẾP TỐT', 'LÀM VIỆC NHÓM', 'GIẢI QUYẾT VẤN ĐỀ']",36.0,12000000.0,15000000.0,2.0,6.0,True,False
"Chuyên Viên Kinh Doanh (Cctv, Bãi Xe, Báo Động)","['CCTV', 'WORD', 'EXCEL']",[],"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH PHẦN MỀM', 'VIỆC LÀM IT']",5,['HỒ CHÍ MINH'],['BÌNH DƯƠNG'],25.0,99.0,['TIẾNG VIỆT'],"['PHÁT TRIỂN THỊ TRƯỜNG', 'BÁN HÀNG', 'KỸ NĂNG MÁY TÍNH', 'AM HIỂU THỊ TRƯỜNG', 'NẮM BẮT CƠ HỘI KINH DOANH', 'QUAN SÁT', 'THU THẬP DỮ LIỆU', 'PHÂN TÍCH DỮ LIỆU', 'KỸ NĂNG GIAO TIẾP', 'ĐÀM PHÁN', 'KỸ NĂNG THUYẾT PHỤC', 'KỸ NĂNG PHÂN TÍCH', 'ĐÁNH GIÁ HIỆU QUẢ', 'TỰ CHỦ TRONG CÔNG VIỆC', 'KỸ NĂNG CHĂM SÓC KHÁCH HÀNG', 'DUY TRÌ CÁC MỐI QUAN HỆ', 'GIẢI QUYẾT VẤN ĐỀ']",45.0,18000000.0,30000000.0,2.0,6.0,False,False
Chuyên Viên Thiết Kế Đồ Họa (Graphic Designer),"['ADOBE ILLUSTRATOR', 'ADOBE PHOTOSHOP', 'SOCIAL MEDIA']",[],"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",2,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['THIẾT KẾ ĐỒ HỌA', 'TƯ DUY SÁNG TẠO', 'BRANDING', 'XỬ LÝ VIDEO', 'BIÊN TẬP VIDEO']",,,,2.0,6.0,True,False
Nhân Viên Thiết Kế (Designer),"['ADOBE PHOTOSHOP', 'ADOBE ILLUSTRATOR', 'ADOBE INDESIGN', 'ADOBE PREMIERE', 'ADOBE AFTER EFFECTS', 'WACOM', 'FIGMA']",[],"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['SÁNG TẠO', 'KHẢ NĂNG LÀM VIỆC ĐỘC LẬP', 'LÀM VIỆC THEO NHÓM', 'KỸ NĂNG THIẾT KẾ ĐỒ HỌA', 'TƯ DUY THẨM MỸ', 'KIẾN THỨC VỀ BỐ CỤC, MÀU SẮC, FONT CHỮ', 'NGUYÊN TẮC THIẾT KẾ', 'KHẢ NĂNG VẼ TAY', 'KIẾN THỨC VỀ IN ẤN', 'LÀM VIỆC CÓ KẾ HOẠCH', 'QUAY DỰNG VIDEO']",49.5,10000000.0,12000000.0,2.0,6.0,True,False
Erp Application Supervisor,"['MICROSOFT DYNAMICS 365 BUSINESS CENTRAL', 'ERP', 'POWER PLATFORM', 'SHAREPOINT', 'POWERSHELL', 'AZURE APP', 'SQL SERVER', 'DATABASE']","['.NET', 'X++', 'JAVASCRIPT', 'HTML', 'CSS', 'AL', 'C#', 'SQL']","['CÔNG NGHỆ THÔNG TIN', 'IT MANAGEMENT/SPECIALIST', 'TECHNICAL LEADER', 'VIỆC LÀM IT']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],500.0,1000.0,['TIẾNG VIỆT'],"['QUẢN LÝ NHÓM', 'GIÁM SÁT TIẾN ĐỘ', 'GIẢI QUYẾT VẤN ĐỀ', 'THIẾT KẾ PHẦN MỀM', 'KIỂM THỬ', 'THIẾT KẾ CƠ SỞ DỮ LIỆU', 'PHÁT TRIỂN CƠ SỞ DỮ LIỆU', 'GIAO TIẾP', 'QUẢN LÝ DỰ ÁN', 'PHÂN TÍCH NGHIỆP VỤ', 'KIẾN THỨC VỀ QUY TRÌNH KINH DOANH', 'CẤU HÌNH ERP']",45.0,,,2.0,6.0,False,False
Giảng Viên Công Nghệ Thông Tin Kiêm Trợ Lý Khoa (Giảng Viên Cơ Hữu),,,"['GIÁO DỤC/ĐÀO TẠO', 'GIÁO VIÊN/GIẢNG VIÊN/GIA SƯ']",1,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['GIẢNG DẠY', 'NGHIÊN CỨU KHOA HỌC', 'ĐỌC VÀ NGHIÊN CỨU TÀI LIỆU BẰNG TIẾNG ANH', 'ĐỔI MỚI SÁNG TẠO', 'HỖ TRỢ KHỞI NGHIỆP', 'KỸ NĂNG GIAO TIẾP', 'KỸ NĂNG QUẢN LÝ LỚP HỌC', 'KIẾN THỨC SƯ PHẠM', 'NĂNG LỰC CHUYÊN MÔN']",45.0,,,2.0,6.0,False,False
Graphic Designer,"['PHOTOSHOP', 'ILLUSTRATOR', 'INDESIGN']",[],"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],10.0,24.0,['TIẾNG VIỆT'],"['THIẾT KẾ ĐỒ HỌA', 'KIẾN THỨC VỀ MÀU SẮC', 'IN ẤN OFFSET', 'GU THẨM MỸ', 'TƯ DUY BỐ CỤC', 'CẬP NHẬT XU HƯỚNG THIẾT KẾ']",49.5,13000000.0,15000000.0,2.0,6.0,True,False
Designer (Event Agency),"['PHOTOSHOP', 'ILLUSTRATOR', 'INDESIGN', '3D']",[],"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],100.0,499.0,['TIẾNG VIỆT'],"['BRAIN-STORM', 'THIẾT KẾ ĐỒ HỌA', 'TƯ DUY THẨM MỸ', 'SÁNG TẠO', 'CHỊU ÁP LỰC CÔNG VIỆC', 'CẦU TIẾN', 'HỌC HỎI', 'TINH THẦN TRÁCH NHIỆM', 'LÀM VIỆC NHÓM']",45.0,,,2.0,6.0,False,False
Thực Tập Sinh Support Sale,['AI'],[],"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH PHẦN MỀM', 'VIỆC LÀM IT']",2,['HÀ NỘI'],['HÀ NỘI'],10.0,24.0,['TIẾNG VIỆT'],"['GIAO TIẾP', 'NĂNG ĐỘNG', 'CHĂM CHỈ', 'CẦU TIẾN', 'TIN HỌC VĂN PHÒNG', 'NGHIÊN CỨU', 'HỌC HỎI NHANH', 'KỸ NĂNG BÁN HÀNG', 'KỸ NĂNG TƯ VẤN', 'KỸ NĂNG CHỐT SALE']",46.25,2000000.0,3000000.0,2.0,6.0,False,False
Event Graphic Designer,"['ADOBE PHOTOSHOP', 'ADOBE ILLUSTRATOR', 'MS OFFICE', 'GOOGLE WORKSPACE', 'POWERPOINT']",[],"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",2,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],10.0,24.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['KỸ NĂNG THUYẾT TRÌNH', 'TEAMWORK', 'QUẢN LÝ CÔNG VIỆC', 'QUẢN LÝ THỜI GIAN', 'TIẾNG ANH', 'LẮNG NGHE', 'HỌC HỎI', 'KIẾN THỨC VỀ BỐ CỤC, MÀU SẮC, HÌNH ẢNH', 'BRAINSTORM']",49.875,10000000.0,18000000.0,2.0,6.0,True,False
Nhân Viên Thiết Kế,"['CORELDRAW', 'ADOBE ILLUSTRATOR', 'ADOBE PHOTOSHOP', 'AI']",[],"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NAM'],500.0,1000.0,['TIẾNG VIỆT'],"['THIẾT KẾ QUẢNG CÁO', 'IN ẤN', 'CHẾ BẢN', 'TIN HỌC VĂN PHÒNG', 'TƯ DUY SÁNG TẠO', 'CẨN THẬN', 'TỈ MỈ', 'TINH THẦN TRÁCH NHIỆM', 'LÀM VIỆC ĐỘC LẬP']",54.0,,,2.0,6.0,True,False
Nhân Viên Thiết Kế Đồ Hoạ - Home Fragrance Product,"['ADOBE CREATIVE SUITE', '3D SOFTWARE', 'PANTONE', 'BLENDER', 'PHOTOSHOP', 'ILLUSTRATOR', 'INDESIGN']",[],"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",2,"['HÀ NỘI', 'HẢI PHÒNG']",['HÀ NỘI'],500.0,1000.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['KỸ NĂNG SÁNG TẠO', 'THIẾT KẾ BAO BÌ', 'THIẾT KẾ ĐỒ HỌA', 'HIỂU BIẾT VỀ MÀU SẮC', 'VISUAL STORYTELLING', 'GIAO TIẾP TIẾNG ANH']",54.0,20000000.0,27000000.0,2.0,6.0,True,False
Graphic Design,"['ADOBE PHOTOSHOP', 'ADOBE ILLUSTRATOR', 'ADOBE INDESIGN']",[],"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",1,['ĐÀ NẴNG'],['ĐÀ NẴNG'],25.0,99.0,['TIẾNG VIỆT'],"['QUẢN LÝ TIẾN ĐỘ', 'SẮP XẾP CÔNG VIỆC', 'KỸ NĂNG THIẾT KẾ', 'THẨM MỸ TỐT', 'TƯ DUY SÁNG TẠO', 'TỈ MỈ', 'CẨN THẬN', 'LÀM VIỆC ĐỘC LẬP', 'TẬP TRUNG CAO', 'TIẾP THU FEEDBACK', 'TINH THẦN HỌC HỎI', 'CHỊU ĐƯỢC ÁP LỰC']",48.5,7000000.0,12000000.0,2.0,6.0,True,False
