Job_Title,Roles,Recruitment_Count,Province,Company_Location,Current_Employee_Min,Current_Employee_Max,Language,Tech_Stack,Programming_Language,Skills,Total_Work_Hour,Salary_Min,Salary_Max,First_Working_Day_Of_Week,Last_Working_Day_Of_Week,Work_On_Saturday,Work_On_Sunday,Experience_Years,Deadline,Company_Name,Company_Industry,Job_Level,Academic_Level,Job_Type,Company_URL,Job_URL,Date_Crawl,Layout_Type
Key Account Manager (Big Corp Clients),"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH DOMAIN/HOSTING/SERVER', 'VIỆC LÀM IT']",2,['HÀ NỘI'],['HÀ NỘI'],500.0,1000.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['IT OUTSOURCING', 'AN TOÀN THÔNG TIN', 'HẠ TẦNG SỐ', 'VIỄN THÔNG', 'CÔNG NGHỆ THÔNG TIN']",,"['SALES B2B', 'TƯ VẤN KỸ THUẬT', 'ĐÀM PHÁN', 'THƯƠNG LƯỢNG', 'THUYẾT PHỤC KHÁCH HÀNG', 'CHĂM SÓC KHÁCH HÀNG', 'LÀM VIỆC ĐỘC LẬP', 'LÀM VIỆC NHÓM', 'KỸ NĂNG SALE', 'PHÁN ĐOÁN', 'CHỐT SALE', 'CHỊU ÁP LỰC CÔNG VIỆC', 'TƯ VẤN GIẢI PHÁP', 'GIAO TIẾP', 'TIẾNG ANH GIAO TIẾP', 'QUẢN LÝ TÀI KHOẢN KHÁCH HÀNG', 'XÂY DỰNG MỐI QUAN HỆ', 'THUYẾT TRÌNH', 'LẬP KẾ HOẠCH CHIẾN LƯỢC']",,,30000000.0,2,6,False,False,3 năm,17/12/2025,Công ty cổ phần Hạ tầng Viễn thông CMC Telecom,Viễn thông,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-ha-tang-vien-thong-cmc-telecom/200874.html,https://www.topcv.vn/viec-lam/key-account-manager-big-corp-clients/1954119.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096332,09/12/2025 18:17:16,standard
React Native Developer,"['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'SOFTWARE ENGINEER', 'VIỆC LÀM IT']",3,['HÀ NỘI'],['HÀ NỘI'],10.0,24.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['REACT NATIVE', 'IOS', 'ANDROID', 'API', 'REACT HOOKS', 'CONTEXT API', 'REDUX', 'ZUSTAND', 'RECOIL', 'METRO', 'GRADLE', 'FASTLANE', 'EXPO', 'REACT', 'RESTFUL APIS']","['JAVASCRIPT', 'TYPESCRIPT', 'JAVA', 'KOTLIN', 'SWIFT']","['ĐỌC HIỂU TÀI LIỆU KỸ THUẬT TIẾNG ANH', 'CHỦ ĐỘNG TRONG CÔNG VIỆC', 'TƯ DUY GIẢI QUYẾT VẤN ĐỀ', 'TRÁCH NHIỆM CAO', 'GIAO TIẾP TIẾNG ANH']",,12000000.0,22000000.0,2,6,True,False,1 năm,17/12/2025,CÔNG TY CỔ PHẦN TEASER,IT - Phần mềm,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-teaser/203253.html,https://www.topcv.vn/viec-lam/react-native-developer-tren-1-nam-kinh-nghiem/1857734.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096332,09/12/2025 18:17:32,standard
Nhân Viên Kinh Doanh,"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH PHẦN MỀM', 'VIỆC LÀM IT']",3,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],,,"['KỸ NĂNG MÁY TÍNH VĂN PHÒNG', 'KỸ NĂNG GIAO TIẾP', 'KINH DOANH', 'TINH THẦN HỌC HỎI', 'BÁN HÀNG', 'CHĂM SÓC KHÁCH HÀNG', 'ĐÀM PHÁN', 'TƯ VẤN']",49.0,8000000.0,20000000.0,2,6,True,False,Không yêu cầu,17/12/2025,CÔNG TY TNHH HÓA ĐƠN ĐIỆN TỬ M-INVOICE,IT - Phần mềm,Nhân viên,Cao Đẳng trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-hoa-don-dien-tu-m-invoice/107926.html,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-thu-nhap-tu-8-20tr-lam-viec-tai-hoang-mai-ha-noi/1954658.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096332,09/12/2025 18:17:52,standard
Nhân Viên Backend - Go - Middle,"['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'BACKEND DEVELOPER', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['OTT', 'MICROSERVICES', 'DOMAIN-DRIVEN DESIGN', 'POSTGRESQL', 'REDIS', 'CASSANDRA', 'KAFKA', 'PULSAR', 'CLEAN CODE', 'RESTFUL API', 'GRPC', 'EVENT-DRIVEN ARCHITECTURE', 'CI/CD', 'GIT', 'DATABASE DESIGN AND MANAGEMENT']","['GO', 'JAVA', 'SQL', 'NOSQL']","['REVIEW CODE', 'THIẾT KẾ KIẾN TRÚC', 'THIẾT KẾ CẤU TRÚC CƠ SỞ DỮ LIỆU', 'XÂY DỰNG HỆ THỐNG TEST TỰ ĐỘNG', 'TƯ DUY XỬ LÝ BÀI TOÁN HIỆU NĂNG', 'TỐI ƯU HỆ THỐNG', 'MỞ RỘNG QUY MÔ', 'LÀM VIỆC NHÓM', 'CHỦ ĐỘNG HỌC HỎI', 'CHIA SẺ KIẾN THỨC', 'HỖ TRỢ ĐỒNG NGHIỆP']",45.0,,,2,6,False,False,3 năm,17/12/2025,CÔNG TY CỔ PHẦN TRUYỀN HÌNH TƯƠNG TÁC VIỆT NAM,IT - Phần mềm,Trưởng nhóm,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-truyen-hinh-tuong-tac-viet-nam/167119.html,https://www.topcv.vn/viec-lam/nhan-vien-backend-go-middle/1894898.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096332,09/12/2025 18:18:22,standard
Golang Engineer,"['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'BACKEND DEVELOPER', 'VIỆC LÀM IT']",3,['HÀ NỘI'],['HÀ NỘI'],500.0,1000.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['GOLANG', 'GIN', 'BEEGO', 'MYSQL', 'POSTGRESQL', 'MONGODB', 'DYNAMODB', 'RESTFUL API', 'SOAP', 'JSON', 'APACHE', 'NGINX', 'WEB SECURITY', 'CACHING', 'ORM', 'PROTOBUF', 'DESIGN PATTERN', 'CLEAN ARCHITECTURE', 'DOCKER', 'KUBERNETES', 'AWS', 'GCP', 'AZURE', 'CI/CD', 'DDD', 'TDD', 'GIT', 'GITHUB']","['GOLANG', 'SQL', 'NOSQL']","['REVIEW CODE', 'QUẢN LÝ NHÓM', 'GIẢI PHÁP KỸ THUẬT', 'PHÂN TÍCH', 'THIẾT KẾ', 'LÀM VIỆC NHÓM', 'CHỊU ÁP LỰC', 'TƯ DUY PHÂN TÍCH', 'NẮM BẮT VẤN ĐỀ NHANH', 'GIẢI QUYẾT VẤN ĐỀ', 'TINH THẦN TRÁCH NHIỆM', 'GIAO TIẾP TIẾNG ANH']",,,50000000.0,2,6,False,False,2 năm,20/12/2025,CÔNG TY TNHH MONSTARLAB VIỆT NAM,IT - Phần mềm,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-monstarlab-viet-nam/29663.html,https://www.topcv.vn/viec-lam/golang-engineer-offer-upto-50-000-000-ha-noi/489739.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096332,09/12/2025 18:18:43,standard
WordPress Developer,"['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'SOFTWARE ENGINEER', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['WORDPRESS', 'FIGMA', 'PSD', 'SKETCH', 'RESPONSIVE DESIGN', 'SEO', 'API', 'CRM', 'EMAIL MARKETING', 'JQUERY', 'MYSQL', 'HOOKS', 'CUSTOM POST TYPES', 'ELEMENTOR', 'WP BAKERY', 'GENESIS', 'UNDERSCORES', 'RESTFUL API', 'JSON', 'XML']","['HTML5', 'CSS3', 'JAVASCRIPT', 'PHP', 'SQL']","['TƯ DUY LOGIC', 'GIẢI QUYẾT VẤN ĐỀ', 'LÀM VIỆC ĐỘC LẬP', 'LÀM VIỆC NHÓM', 'CHỦ ĐỘNG TRONG CÔNG VIỆC', 'TINH THẦN TRÁCH NHIỆM CAO']",51.5,10000000.0,12000000.0,2,6,True,False,1 năm,17/12/2025,Công ty cổ phần giải pháp MKT,IT - Phần mềm,Nhân viên,Cao Đẳng trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-giai-phap-mkt/129986.html,https://www.topcv.vn/viec-lam/wordpress-developer/1952162.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096332,09/12/2025 18:19:00,standard
Fresher Mobile,"['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'MOBILE DEVELOPER', 'VIỆC LÀM IT']",3,['HÀ NỘI'],['HÀ NỘI'],3000.0,,"['TIẾNG VIỆT', 'TIẾNG ANH']","['ANDROID', 'IOS', 'OOP', 'DATABASE', 'GIT', 'MOBILE']","['JAVA', 'KOTLIN', 'SWIFT', 'OBJECTIVE-C', 'REACT NATIVE', 'FLUTTER']","['LẬP TRÌNH HƯỚNG ĐỐI TƯỢNG', 'TƯ DUY LOGIC TỐT', 'TRÁCH NHIỆM VỚI CÔNG VIỆC', 'GIAO TIẾP TIẾNG ANH', 'HAM HỌC HỎI', 'ĐỌC HIỂU TÀI LIỆU KỸ THUẬT TIẾNG ANH', 'CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT', 'LÀM VIỆC VỚI GIT']",47.5,4000000.0,,2,6,False,False,Dưới 1 năm,17/12/2025,Công ty Cổ phần MISA,IT - Phần mềm,Thực tập sinh,Cao Đẳng trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-misa/198409.html,https://www.topcv.vn/viec-lam/fresher-mobile/1954322.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096332,09/12/2025 18:19:19,standard
Ios Native,"['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'MOBILE DEVELOPER', 'VIỆC LÀM IT']",5,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['IOS', 'AGILE', 'SCRUM', 'MOBILE', 'XML', 'JSON', 'REST', 'SOAP', 'SQLITE', 'FLUTTER', 'ANDROID', 'FIREBASE', 'CLOUD', 'SDK', 'APNS', 'COREDATA', 'MAPS', 'UIKIT', 'XCODE', 'IOS SDK', 'COCOA TOUCH']","['SWIFT', 'SQL', 'OBJECTIVE-C']","['LÀM VIỆC TỰ CHỦ', 'KỸ NĂNG LÀM VIỆC THEO NHÓM', 'NẮM BẮT, HỌC HỎI KỸ THUẬT MỚI', 'TINH THẦN TRÁCH NHIỆM CAO', 'THIẾT KẾ TÀI LIỆU', 'TÀI LIỆU THIẾT KẾ CHI TIẾT', 'TÀI LIỆU TEST CASE', 'CHỦ ĐỘNG ĐỀ XUẤT CẢI TIẾN']",52.25,20000000.0,30000000.0,2,6,True,False,2 năm,31/12/2025,CÔNG TY TNHH ĐẦU TƯ VÀ TƯ VẤN APEC THĂNG LONG,In ấn / Xuất bản,Nhân viên,Cao Đẳng trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-dau-tu-va-tu-van-apec-thang-long/171469.html,https://www.topcv.vn/viec-lam/ios-native/1830309.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096332,09/12/2025 18:19:40,standard
UI/UX Design Freelancer,"['CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'UI/UX DESIGN', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['UI/UX', 'MOBILE', 'IOS', 'ANDROID', 'FIGMA', 'WIREFRAME', 'UI KIT', 'DASHBOARD', 'DATA VISUALIZATION']",,"['PHÂN TÍCH', 'LÀM VIỆC ĐỘC LẬP', 'QUẢN LÝ VÀ SẮP XẾP CÔNG VIỆC']",45.0,,,2,6,False,False,2 năm,17/12/2025,Công Ty TNHH Townsoft Vina,IT - Phần mềm,Nhân viên,Đại Học trở lên,Khác,https://www.topcv.vn/cong-ty/cong-ty-tnhh-townsoft-vina/111929.html,https://www.topcv.vn/viec-lam/ui-ux-design-freelancer/1952697.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096332,09/12/2025 18:19:59,standard
Java Engineer,"['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'SOFTWARE ENGINEER', 'VIỆC LÀM IT']",10,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['OOP', 'DESIGN PATTERNS', 'WEBSERVICES', 'SOAP', 'RESTFUL API', 'WEBSOCKET', 'HIBERNATE', 'JPA', 'HTML5', 'CSS3', 'SPRING MVC', 'STRUTS', 'ORACLE', 'MYSQL', 'SQL SERVER', 'JAVA SE', 'JAVA EE', 'UNIT TEST']","['JAVA', 'SQL']","['PHÂN TÍCH YÊU CẦU', 'THIẾT KẾ CSDL', 'CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT', 'QUY TRÌNH PHÁT TRIỂN PHẦN MỀM', 'LÀM VIỆC ĐỘC LẬP', 'LÀM VIỆC NHÓM', 'GIẢI QUYẾT VẤN ĐỀ', 'CHỊU ÁP LỰC', 'NĂNG ĐỘNG', 'SÁNG TẠO', 'TỰ NGHIÊN CỨU', 'TIẾNG ANH', 'TÍCH HỢP HỆ THỐNG', 'VIẾT TÀI LIỆU']",,20000000.0,87500000.0,2,6,False,False,1 năm,17/12/2025,Khối Công nghệ thông tin - Viettel Telecom,IT - Phần mềm,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/khoi-cong-nghe-thong-tin-viettel-telecom/24302.html,https://www.topcv.vn/viec-lam/java-engineer/1907566.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096332,09/12/2025 18:20:17,standard
Java Developer,"['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'SOFTWARE ENGINEER', 'VIỆC LÀM IT']",3,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['OOP', 'DATA STRUCTURES & ALGORITHM', 'DESIGN PATTERN', 'MULTI-THREADING', 'CONCURRENCY', 'SPRING FRAMEWORK', 'SPRING BOOT', 'SPRING SECURITY', 'SPRING DATA', 'RESTFUL API', 'ORM', 'HIBERNATE', 'ECLIPSELINK', 'JUNIT', 'MOCKITO', 'MAVEN', 'GRADLE', 'RELATIONAL DATABASES', 'MYSQL', 'POSTGRESQL', 'MICROSERVICES', 'CLOUD', 'DOCKER', 'KUBERNETES', 'HELM', 'MESSAGE QUEUE', 'KAFKA', 'RABBITMQ', 'REDIS', 'GRAFANA', 'PROMETHEUS', 'ELK', 'LOKI', 'IAM', 'KEYCLOAK', 'OAUTH2', 'OPENID CONNECT', 'SONARQUBE', 'AGILE']","['JAVA', 'SQL']",,45.0,,,2,6,False,False,3 năm,31/12/2025,Eastgate Software JSC,IT - Phần mềm,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/eastgate-software-jsc/11604.html,https://www.topcv.vn/viec-lam/java-developer-signing-bonus-onboard-vao-thang-12/1952861.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096332,09/12/2025 18:20:36,standard
Java Developer,"['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'BACKEND DEVELOPER', 'VIỆC LÀM IT']",5,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['SPRING BOOT', 'SPRING CLOUD', 'SPRING SECURITY', 'API', 'LINUX', 'DOCKER', 'KUBERNETES', 'AGILE/SCRUM', 'OOP', 'COLLECTIONS', 'CONCURRENCY', 'MYSQL', 'POSTGRESQL', 'MONGODB', 'ELASTICSEARCH', 'REDIS', 'KAFKA', 'CI/CD', 'JENKINS', 'GITLAB CI', 'GITHUB ACTIONS', 'SSO', 'OAUTH2', 'JWT', 'MICROSERVICES', 'MONOLITHIC', 'HIGH AVAILABILITY', 'HAPROXY', 'KEEPALIVED', 'HELM CHART', 'AWS', 'GCP', 'AZURE', 'PROMETHEUS', 'GRAFANA', 'ELK STACK', 'EFK STACK', 'PERFORMANCE TUNING', 'SCALABILITY', 'BANKING']","['JAVA', 'SQL', 'NOSQL']","['KHẢ NĂNG TỰ HỌC VÀ CẬP NHẬT CÔNG NGHỆ MỚI', 'KỸ NĂNG LÀM VIỆC NHÓM', 'GIAO TIẾP TỐT', 'CÓ TRÁCH NHIỆM', 'CHỦ ĐỘNG TRONG CÔNG VIỆC', 'TƯ DUY TỐI ƯU HỆ THỐNG']",45.0,,40000000.0,2,6,False,False,2 năm,17/12/2025,Công ty cổ phần Sphinx,IT - Phần mềm,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-sphinx/67817.html,https://www.topcv.vn/viec-lam/java-developer-tu-2-nam-kinh-nghiem/1954840.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096332,09/12/2025 18:20:54,standard
Junior Trở Lên–Backend/ Fullstack Engineer(Python),"['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'BACKEND DEVELOPER', 'VIỆC LÀM IT']",5,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],25.0,99.0,['TIẾNG VIỆT'],"['API', 'AWS', 'AZURE', 'CI/CD', 'CLOUD SERVICES', 'DJANGO', 'DOCKER', 'FASTAPI', 'GCP', 'GIT', 'GITHUB ACTIONS', 'GITLAB', 'GRPC', 'HTTP', 'KUBERNETES', 'MESSAGE QUEUE', 'MICROSERVICES', 'MONGODB', 'MYSQL', 'PAYMENT GATEWAYS', 'POSTGRESQL', 'REDIS', 'RESTFUL', 'WEBSOCKET']","['PYTHON', 'GOLANG', 'SQL', 'NOSQL']","['TỰ NGHIÊN CỨU', 'GIẢI QUYẾT VẤN ĐỀ', 'TINH THẦN TRÁCH NHIỆM', 'LÀM VIỆC NHÓM', 'CHỦ ĐỘNG', 'SÁNG TẠO', 'HỌC HỎI CÔNG NGHỆ MỚI', 'REVIEW CODE', 'TỐI ƯU HÓA HIỆU NĂNG HỆ THỐNG']",45.0,15500000.0,34500000.0,2,6,False,False,2 năm,17/12/2025,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ TRUYỀN THÔNG ĐỒI XANH,IT - Phần mềm,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-thuong-mai-dich-vu-truyen-thong-doi-xanh/128025.html,https://www.topcv.vn/viec-lam/junior-tro-lenbackend-fullstack-engineerpython/1954814.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096332,09/12/2025 18:21:42,standard
Lập Trình Viên,"['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'SOFTWARE ENGINEER', 'VIỆC LÀM IT']",3,['HÀ NỘI'],['HÀ NỘI'],500.0,1000.0,['TIẾNG VIỆT'],"['.NET', 'SQL SERVER', 'AJAX', 'API', 'PHẦN MỀM KẾ TOÁN']","['JAVASCRIPT', '.NET', 'C#', 'VB.NET', 'ASP.NET', 'SQL']","['PHÂN TÍCH', 'THIẾT KẾ', 'YÊU THÍCH LẬP TRÌNH', 'SÁNG TẠO', 'NHANH NHẸN', 'HAM HỌC HỎI', 'LÀM VIỆC NHÓM']",48.0,9000000.0,15000000.0,2,6,True,False,Dưới 1 năm,17/12/2025,CÔNG TY CP PHẦN MỀM QUẢN LÝ DOANH NGHIỆP FAST,IT - Phần mềm,Nhân viên,Cao Đẳng trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-cp-phan-mem-quan-ly-doanh-nghiep-fast/6457.html,https://www.topcv.vn/viec-lam/lap-trinh-vien/1936682.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096332,09/12/2025 18:21:59,standard
Fresher Java,"['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'FULLSTACK DEVELOPER', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],,,['TIẾNG VIỆT'],"['SPRING', 'MYSQL', 'SQL SERVER', 'OOP', 'HTML', 'CSS', 'SPRING BOOT', 'ANGULAR', 'BOOTSTRAP']","['JAVA', 'SQL', 'JAVASCRIPT']","['PHÂN TÍCH YÊU CẦU', 'THIẾT KẾ', 'VIẾT TÀI LIỆU KỸ THUẬT', 'XỬ LÝ LỖI', 'TỐI ƯU HIỆU NĂNG', 'TINH THẦN HỌC HỎI', 'CẦU TIẾN', 'KỸ NĂNG LÀM VIỆC NHÓM', 'KỸ NĂNG GIAO TIẾP']",,8000000.0,15000000.0,,,,,Dưới 1 năm,17/12/2025,CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ VÀ THƯƠNG MẠI SOFTDREAMS,Null,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/brand/softdreams?id=239868,https://www.topcv.vn/brand/softdreams/tuyen-dung/fresher-java-6-thang-1-nam-kinh-nghiem-thu-nhap-8-12tr-thang-j1954519.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096332,09/12/2025 18:22:14,brand_v1
Fullstack Developer (Reactjs + Nodejs + React Native),"['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'FULLSTACK DEVELOPER', 'VIỆC LÀM IT']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],100.0,499.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['REACTJS', 'NODE.JS', 'REACT NATIVE', 'KUBERNETES', 'ISTIO SERVICE MESH', 'EVENT SOURCING', 'DOMAIN-DRIVEN DESIGN', 'EXPRESSJS', 'RABBITMQ', 'KAFKA', 'MSSQL', 'POSTGRESQL', 'REDIS', 'ELASTICSEARCH', 'DOCKER', 'JENKINS', 'ES6', 'REDUX', 'REDUX-SAGA', 'HOOKS', 'MACOS', 'LINUX', 'RESELECT', 'WEBPACK', 'DATA STRUCTURES', 'ALGORITHMS', 'DESIGN PATTERNS', 'DEVOPS', 'MICROSERVICES ARCHITECTURE']","['TYPESCRIPT', 'JAVASCRIPT', 'SQL', 'NOSQL']","['FAST LEARNER', 'PROACTIVE MINDSET', 'PROBLEM-SOLVING', 'CODE REVIEW', 'UNIT TESTING', 'GROWTH MINDSET', 'COMPUTER SCIENCE', 'DEPLOYMENT', 'SCALING', 'MONITORING', 'PERFORMANCE TUNING', 'LEADERSHIP', 'NEGOTIATION', 'COMMUNICATION', 'WORK MANAGEMENT', 'INTERPERSONAL SKILLS']",51.0,,,2,6,True,False,1 năm,17/12/2025,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VEXERE,Thương mại điện tử,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-thuong-mai-dich-vu-vexere/156045.html,https://www.topcv.vn/viec-lam/fullstack-developer-reactjs-nodejs-react-native/1954723.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096332,09/12/2025 18:22:34,standard
Quản Lý Dự Án / Project Manager,"['CÔNG NGHỆ THÔNG TIN', 'IT PROJECT MANAGEMENT', 'IT PROJECT MANAGER', 'VIỆC LÀM IT']",1,['HÀ NỘI'],"['HÀ NỘI', 'VĨNH PHÚC']",25.0,99.0,"['TIẾNG VIỆT', 'TIẾNG ANH', 'TIẾNG TRUNG QUỐC']","['JIRA', 'TRELLO', 'REDMINE']",,"['QUẢN LÝ DỰ ÁN', 'PHÂN TÍCH NGHIỆP VỤ', 'QUY TRÌNH PHÁT TRIỂN SẢN PHẨM', 'QUY TRÌNH PHÁT TRIỂN PHẦN CỨNG', 'ĐỌC HIỂU TÀI LIỆU', 'TIẾNG ANH', 'TIẾNG TRUNG QUỐC', 'GIAO TIẾP', 'KỸ NĂNG PHÂN TÍCH', 'GIẢI QUYẾT VẤN ĐỀ']",,20000000.0,30000000.0,,,,,1 năm,31/12/2025,Công ty Cổ phần Công nghệ Pavana,IT - Phần mềm,Quản lý / Giám sát,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-pavana/73611.html,https://www.topcv.vn/viec-lam/quan-ly-du-an-project-manager/1894530.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765096343,09/12/2025 18:22:52,standard
